city	service_request_id	status	service_name	service_code	requested_datetime	updated_datetime	address	lat	long
San Francisco_CA	11624314	closed	Flooding & Sewer Issues	518d5c0d601827e388000156	2019-10-30T18:47:06-07:00	2019-11-14T20:32:35-08:00	Intersection of 4th St & Channel St	37.7749416651556	-122.3920396530278
San Francisco_CA	11640574	closed	Curb & Sidewalk Issues	50feaab84aa48a4a9e0000ee	2019-11-03T16:50:45-08:00	2019-11-14T20:32:34-08:00	Spreckels Lake Golden Gate Park SF	37.7712207	-122.49430789999997
San Francisco_CA	11690721	open	Illegal Postings	50fea6d54aa48a4a9e00002e	2019-11-14T20:32:31-08:00	2019-11-14T20:32:00-08:00	1702 Fell St	37.773155	-122.4460366666667
San Francisco_CA	11690720	open	Blocked Pedestrian Walkway	518d564b601827e38800002d	2019-11-14T20:32:21-08:00	2019-11-14T20:32:00-08:00	1975 Lombard St	37.79998040917621	-122.4340249844644
San Francisco_CA	11690723	open	Curb & Sidewalk Issues	50feaab84aa48a4a9e0000ee	2019-11-14T20:32:54-08:00	2019-11-14T20:32:00-08:00	Intersection of Geary St & Mason St	37.7871238394061	-122.4100081064947
San Francisco_CA	11690713	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:28:32-08:00	2019-11-14T20:30:04-08:00	560 Valencia St	37.76393	-122.4220116666667
San Francisco_CA	11690619	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T19:55:28-08:00	2019-11-14T20:29:13-08:00	1312 Jessie St	37.771318	-122.421043
San Francisco_CA	11690577	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T19:34:20-08:00	2019-11-14T20:28:23-08:00	3344 Anza St Richmond District	37.7783067	-122.4843434
San Francisco_CA	11690712	open	Garbage Containers	518d572e601827e388000058	2019-11-14T20:28:16-08:00	2019-11-14T20:28:10-08:00	1890 Bryant St	37.7631294681111	-122.4103998766489
San Francisco_CA	11690714	open	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T20:29:04-08:00	2019-11-14T20:28:00-08:00	965 Folsom St, San Francisco, CA 94107, USA	37.7789664	-122.4044726
San Francisco_CA	11684428	closed	Street or Sidewalk Cleaning	518d5892601827e3880000c5	2019-11-13T13:52:02-08:00	2019-11-14T20:27:05-08:00	Intersection of Lane St & Palou Ave	37.73293889072783	-122.388940786544
San Francisco_CA	11690484	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T18:59:46-08:00	2019-11-14T20:25:19-08:00	1040 Hampshire St	37.7553986292684	-122.4076023326464
San Francisco_CA	11690531	closed	Blocked Driveway & Illegal Parking	5a6b5ac2d0521c1134854b01	2019-11-14T19:17:24-08:00	2019-11-14T20:24:20-08:00	1325 24th Ave	37.76285478668012	-122.482476408838
